OBJECTID,rAERU19_08,rAERU19_13,rAERU19_18,AERU19_08,AERU19_13,AERU19_18,aAERU19_08,aAERU19_13,aAERU19_18,ePU19_10,ePU19_13,ePU19_18,TRACTNAME,PlanningRegion,ARCModelingArea,GEOID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
851,3.58422939,17.75700935,11.1627907,5,19,12,1,3.8,2.4,279,214,215,"Census Tract 9505, Greene County",Northeast Georgia,No,13133950500,{8F261643-AC7E-4018-9D2E-89D37E42BC57},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.667474238250499,0.0170652266153551
852,10.27837259,22.46153846,32.84883721,48,73,113,9.6,14.6,22.6,934,650,688,"Census Tract 9502, Greene County",Northeast Georgia,No,13133950200,{CE6C316D-0DF8-486F-8207-AAF0694B6672},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.569615923798854,0.0118524852062748
853,15.31914894,9.57746479,10.25641026,18,17,14,3.6,3.4,2.8,235,355,273,"Census Tract 9504, Greene County",Northeast Georgia,No,13133950400,{5F16B69B-6D7A-4DED-BADE-0C73B747F3DC},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.527909549089341,0.00839940907839565
854,4.01854714,19.9513382,19.37046005,13,41,40,2.6,8.2,8,647,411,413,"Census Tract 9501, Greene County",Northeast Georgia,No,13133950100,{45EF5772-EE43-43FC-8BCB-92616733459A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.11061433793143,0.0349732816587173
855,5.97219056,8.14948222,5.17446001,131,181,109,26.2,36.2,21.8,4387,4442,4213,"Census Tract 506.05, Gwinnett County",Atlanta Regional Commission,Yes,13135050605,{05479FD1-C6F3-4EC6-9BA9-0DE93BD64677},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.245576357419076,0.0020321279846045
856,4.10065238,5.50841564,3.81891755,132,198,151,26.4,39.6,30.2,6438,7189,7908,"Census Tract 506.06, Gwinnett County",Atlanta Regional Commission,Yes,13135050606,{CC85A5F1-2BE8-49CC-8570-9EBF24727C4F},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.267465993138451,0.00379854736141456
857,4.99359795,5.68974772,4.41044104,39,53,49,7.8,10.6,9.8,1562,1863,2222,"Census Tract 502.10, Gwinnett County",Atlanta Regional Commission,Yes,13135050210,{818CDD5A-B1C6-42C5-8895-740E6B58B33E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.1794854669166,0.00125084573684596
858,6.27027027,3.18759423,2.48275862,116,74,54,23.2,14.8,10.8,3700,4643,4350,"Census Tract 502.13, Gwinnett County",Atlanta Regional Commission,Yes,13135050213,{700D9203-29A6-4F4A-B249-F4EA733755DE},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.177175697891728,0.00170542523816577
859,5.5871702,4.95798319,4.86663547,54,59,52,10.8,11.8,10.4,1933,2380,2137,"Census Tract 502.08, Gwinnett County",Atlanta Regional Commission,Yes,13135050208,{D533702B-DCA2-49A5-8788-D549A081393E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.154261803943563,0.000700189031731964
860,3.44746163,3.17133443,2.31241151,73,77,49,14.6,15.4,9.8,4235,4856,4238,"Census Tract 502.12, Gwinnett County",Atlanta Regional Commission,Yes,13135050212,{2ACAF438-C89C-4ED5-8E36-B8D467ACE787},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.245507094369092,0.0016565294071153
861,5.41474654,8.68200837,4.73321859,47,83,55,9.4,16.6,11,1736,1912,2324,"Census Tract 501.09, Gwinnett County",Atlanta Regional Commission,Yes,13135050109,{9F7FB143-68DB-4E3C-8833-46A8DD165456},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.130104905060986,0.000856735427489232
862,5.56586271,5.95854922,3.08133286,60,69,43,12,13.8,8.6,2156,2316,2791,"Census Tract 501.07, Gwinnett County",Atlanta Regional Commission,Yes,13135050107,{60CC8B80-E294-4869-9762-EDEC65938551},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.217090459178617,0.00181014903867578
863,13.35578002,27.21287491,19.25,119,186,154,23.8,37.2,30.8,1782,1367,1600,"Census Tract 7902, Randolph County",River Valley,No,13243790200,{2E3C2E11-64AD-497A-B485-BB5FA9B250D7},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.09742941400858,0.0548436386140099
864,13.82716049,11.76470588,10.81081081,28,27,28,5.6,5.4,5.6,405,459,518,"Census Tract 7901, Randolph County",River Valley,No,13243790100,{970A5446-30EA-4CF4-ADEB-F96060B85FC4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.62610222026059,0.0513920401535284
865,4.73961381,3.8385549,2.06733609,81,68,35,16.2,13.6,7,3418,3543,3386,"Census Tract 501.08, Gwinnett County",Atlanta Regional Commission,Yes,13135050108,{925B52F0-5A33-46C8-A413-E59EBFC953A5},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.220828866350982,0.00144887964721986
866,13.05890703,11.36023916,5.44692737,92,76,39,18.4,15.2,7.8,1409,1338,1432,"Census Tract 501.05, Gwinnett County",Atlanta Regional Commission,Yes,13135050105,{EC0011BC-98B7-456F-B699-EA81592A3F89},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.202945685504089,0.00142164547761147
867,6.19962802,6.0851927,6.13931523,100,90,104,20,18,20.8,3226,2958,3388,"Census Tract 501.03, Gwinnett County",Atlanta Regional Commission,Yes,13135050103,{4A797083-3156-4E72-9FDB-A14AE77919F4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.211036718696606,0.00213971598515522
868,10.05586592,11.81380417,8.223972,135,184,141,27,36.8,28.2,2685,3115,3429,"Census Tract 504.22, Gwinnett County",Atlanta Regional Commission,Yes,13135050422,{8C136D3B-D885-41D9-BF02-DF3B87F6C14C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0694935358955031,0.00024445204669053
869,13.7345679,16.4365549,13.38521401,89,125,86,17.8,25,17.2,1296,1521,1285,"Census Tract 503.04, Gwinnett County",Atlanta Regional Commission,Yes,13135050304,{964B6CC0-F14F-4DA1-99AB-E45A591534CE},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.137174152116533,0.000750613870645944
870,12.01000834,8.52001469,9.40438871,144,116,120,28.8,23.2,24,2398,2723,2552,"Census Tract 504.19, Gwinnett County",Atlanta Regional Commission,Yes,13135050419,{6E657FF3-0C69-4660-AC2A-255738022890},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0919609927630519,0.000430407716904093
871,15.86402266,11.92504259,26.43553629,84,105,122,16.8,21,24.4,1059,1761,923,"Census Tract 503.06, Gwinnett County",Atlanta Regional Commission,Yes,13135050306,{DF4D830C-B013-4C9C-A02E-D848639E8B88},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.162396581988921,0.000990170419075151
872,7.33549083,8.3390765,5.47594678,102,121,107,20.4,24.2,21.4,2781,2902,3908,"Census Tract 501.06, Gwinnett County",Atlanta Regional Commission,Yes,13135050106,{FA2AA514-DFFD-4A7F-9023-C1CC3A56DF5A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.271511780123072,0.00235135962774328
873,10.41041041,8.54092527,6.89045936,52,48,39,10.4,9.6,7.8,999,1124,1132,"Census Tract 502.05, Gwinnett County",Atlanta Regional Commission,Yes,13135050205,{CEF98E73-A624-4265-8DCB-CE5448ED5790},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.104337559046613,0.000505807167653075
874,11.90211346,10.26137464,10.02277904,107,106,110,21.4,21.2,22,1798,2066,2195,"Census Tract 504.17, Gwinnett County",Atlanta Regional Commission,Yes,13135050417,{6751FA80-AFAD-438D-A101-6A9D51B7C4D4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0867673149045892,0.00025554680451489
875,9.33557611,7.30385164,13.83601757,111,128,189,22.2,25.6,37.8,2378,3505,2732,"Census Tract 503.14, Gwinnett County",Atlanta Regional Commission,Yes,13135050314,{7AC63885-366F-4380-A067-13D0EE10DD50},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.127829449517252,0.000518002528844396
876,4.79452055,1.6722408,3.62537764,28,10,24,5.6,2,4.8,1168,1196,1324,"Census Tract 503.08, Gwinnett County",Atlanta Regional Commission,Yes,13135050308,{9318F31E-82B0-4792-A3A9-2613662F4238},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.130843518749724,0.000555402338009603
877,6.11317637,7.43427017,7.33082707,74,82,78,14.8,16.4,15.6,2421,2206,2128,"Census Tract 503.09, Gwinnett County",Atlanta Regional Commission,Yes,13135050309,{6B982E43-4ED7-4E8C-87DB-C9BBC7B946E6},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.171905632574906,0.00121266729917773
878,2.6645768,5.01567398,4.3956044,17,24,12,3.4,4.8,2.4,1276,957,546,"Census Tract 9504, Sumter County",River Valley,No,13261950400,{80BA6240-D781-410D-8F1D-23636E7C0D1A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.9828052575288,0.0350100492733592
879,4.91493384,5,1.64473684,13,17,5,2.6,3.4,1,529,680,608,"Census Tract 9508, Sumter County",River Valley,No,13261950800,{ADE163F8-9E1F-45AC-A3A0-57E8BE09C8E5},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.847168066030123,0.0291726037957556
880,3.01886792,3.38028169,,8,6,,1.6,1.2,,530,355,209,"Census Tract 9501, Sumter County",River Valley,No,13261950100,{D8AD33C1-7581-4109-80C0-6CE995A869C8},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.929572161662081,0.0245872122031682
881,10.52631579,15.41425819,5.28301887,23,40,14,4.6,8,2.8,437,519,530,"Census Tract 9506, Sumter County",River Valley,No,13261950600,{DB27DE0F-B956-410E-8660-9C19CBBDF242},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.082559132634915,0.000235245165189524
882,4.5320197,6.95333943,6.47249191,46,76,70,9.2,15.2,14,2030,2186,2163,"Census Tract 9507, Sumter County",River Valley,No,13261950700,{63F011FA-BE24-4B22-9E21-497034ABA434},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.441381963101918,0.00568261351680613
883,5.88853838,7.39795918,9.0797546,28,29,37,5.6,5.8,7.4,951,784,815,"Census Tract 9505, Sumter County",River Valley,No,13261950500,{7D368B8C-D749-4268-A92F-C91ED69CCC83},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.541012746055207,0.0133843854379441
884,7.40186916,9.84691767,9.32589964,99,119,92,19.8,23.8,18.4,2675,2417,1973,"Census Tract 9503, Sumter County",River Valley,No,13261950300,{F5D13A24-AA51-482E-B06B-58F695C8AE65},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.413370623397936,0.00804191669365597
885,8.07291667,9.07244414,8.0622348,62,67,57,12.4,13.4,11.4,1536,1477,1414,"Census Tract 9502, Sumter County",River Valley,No,13261950200,{8EF9D71F-B130-4F86-B6BC-1A35A3DDF9FD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.361029793775469,0.00571362453201197
886,9.49589683,6.73635308,7.84313726,81,58,56,16.2,11.6,11.2,1706,1722,1428,"Census Tract 9502, Pulaski County",Middle Georgia,No,13235950200,{803FA81F-B59A-447A-8732-865F37E159E3},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.734238231113631,0.016344044666058
887,5.44871795,3.79146919,6.18556701,17,8,15,3.4,1.6,3,624,422,485,"Census Tract 9501, Pulaski County",Middle Georgia,No,13235950100,{F9322560-0FAD-46FC-B2AB-1FFCEEF67BEB},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.98978639887354,0.0210809961956245
888,3.86100386,,4.31034483,5,,5,1,,1,259,279,232,"Census Tract 9503, Pulaski County",Middle Georgia,No,13235950300,{F29C3742-7BC5-4581-8C15-FF370B431DE4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.871299238577488,0.0248240721086605
889,9.0797546,12.0505345,7.09931875,74,124,99,14.8,24.8,19.8,1630,2058,2789,"Census Tract 503.13, Gwinnett County",Atlanta Regional Commission,Yes,13135050313,{DF270F20-29C8-45C6-95EC-DD8A6055C35E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.140148991762065,0.000769029749168022
890,6.61157025,11.3452188,10.01615509,20,35,31,4,7,6.2,605,617,619,"Census Tract 503.11, Gwinnett County",Atlanta Regional Commission,Yes,13135050311,{5F5386D1-AD16-4BE7-B6A3-8A919847C688},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.120683102971102,0.000479710415975462
891,10.29126214,11.68949772,10.16949153,53,64,57,10.6,12.8,11.4,1030,1095,1121,"Census Tract 503.10, Gwinnett County",Atlanta Regional Commission,Yes,13135050310,{FFED2D7D-20BE-469A-9B18-8F4663EE313F},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.137925432518852,0.00072160495446608
892,11.24721604,9.49152542,12.51764706,101,140,133,20.2,28,26.6,1796,2950,2125,"Census Tract 504.24, Gwinnett County",Atlanta Regional Commission,Yes,13135050424,{32F8B942-0322-4A19-82DE-93B2CDF7E937},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.116203351511485,0.000717970283554832
893,12.01224178,17.32580038,16.3,157,184,163,31.4,36.8,32.6,2614,2124,2000,"Census Tract 504.21, Gwinnett County",Atlanta Regional Commission,Yes,13135050421,{B146112A-823F-4703-A5C7-BA9B21B40C8C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.115939402080299,0.000538110575378118
894,11.89376443,19.60784314,14.26086957,103,165,123,20.6,33,24.6,1732,1683,1725,"Census Tract 503.15, Gwinnett County",Atlanta Regional Commission,Yes,13135050315,{B2301494-760B-41CD-A869-93254DC288F6},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0799739030874979,0.000274944523778153
895,14.21376609,18.39596186,11.41534902,127,164,148,25.4,32.8,29.6,1787,1783,2593,"Census Tract 504.18, Gwinnett County",Atlanta Regional Commission,Yes,13135050418,{D784B634-52FA-4F72-8CC1-E79B4212B903},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.076313014175985,0.000201633392495946
896,14.99436302,22.98288509,12.85140562,133,141,112,26.6,28.2,22.4,1774,1227,1743,"Census Tract 505.21, Gwinnett County",Atlanta Regional Commission,Yes,13135050521,{20A12CA0-C385-4805-BC1D-1B1F740A0774},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.108786186896194,0.00054316359595449
897,13.66255144,15.98240469,18.28571429,83,109,96,16.6,21.8,19.2,1215,1364,1050,"Census Tract 505.22, Gwinnett County",Atlanta Regional Commission,Yes,13135050522,{2ACD63A3-C6E4-416D-9C76-633634F171DA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.100727586953227,0.000453986256791091
898,8.18330606,7.09359606,4.87062405,50,36,32,10,7.2,6.4,1222,1015,1314,"Census Tract 8901.01, Franklin County",Georgia Mountains,No,13119890101,{7F237D8C-1685-4B20-9475-A22CB931516F},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.385270781593298,0.00618160031628818
899,5.85858586,7.34126984,5.75,29,37,23,5.8,7.4,4.6,990,1008,800,"Census Tract 8901.02, Franklin County",Georgia Mountains,No,13119890102,{2A1CD6E9-ADDD-43B6-A86C-CB768E2DA4B0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.486433299984757,0.00976529837187
900,5.8524173,6.84736091,10.94890511,23,24,45,4.6,4.8,9,786,701,822,"Census Tract 8903, Franklin County",Georgia Mountains,No,13119890300,{23008C47-7019-47DB-B948-CBE8F9563AD0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.691989827721928,0.0154939651943522
901,7.27272727,4.31372549,5.3701016,52,33,37,10.4,6.6,7.4,1430,1530,1378,"Census Tract 8904, Franklin County",Georgia Mountains,No,13119890400,{21F6C233-D1CB-4505-BCBE-A4D9051B40B5},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.482797854307716,0.00939824600812093
902,9.83358548,5.37974683,4.7148289,65,34,31,13,6.8,6.2,1322,1264,1315,"Census Tract 8902, Franklin County",Georgia Mountains,No,13119890200,{585D3A15-A930-4583-A080-DBEDF86B70B0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.877375150593626,0.0267993697051527
903,16.49608669,15.97269625,18.54395604,137,117,135,27.4,23.4,27,1661,1465,1456,"Census Tract 505.20, Gwinnett County",Atlanta Regional Commission,Yes,13135050520,{913DBDF0-0F35-44B6-A1C8-22AFCE50A51C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.133122405374977,0.000545439322199048
904,10.74821853,10.76208686,8.5,181,197,170,36.2,39.4,34,3368,3661,4000,"Census Tract 505.11, Gwinnett County",Atlanta Regional Commission,Yes,13135050511,{8945DC39-B1F1-4DA6-9F07-E62BEF7A5288},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.171543565741511,0.00125860292261222
905,5.52407932,8.4306096,5.64334086,39,65,50,7.8,13,10,1412,1542,1772,"Census Tract 507.14, Gwinnett County",Atlanta Regional Commission,Yes,13135050714,{3FDB1F2D-2173-4A3C-AFD7-F777E9B9629E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.180116710443686,0.000803073556849561
906,6.10778443,5.12077295,4.68833245,51,53,44,10.2,10.6,8.8,1670,2070,1877,"Census Tract 504.29, Gwinnett County",Atlanta Regional Commission,Yes,13135050429,{CC3282E9-1625-4488-8EAA-37CC5A2C2316},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.186116308608608,0.000874851866511098
907,3.82533382,5.74809806,5.73414422,53,68,66,10.6,13.6,13.2,2771,2366,2302,"Census Tract 507.13, Gwinnett County",Atlanta Regional Commission,Yes,13135050713,{6E1E3EF4-BDB5-454F-BAC0-FB8F0B418AAF},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.117834954377835,0.000648557394966587
908,11.45883486,11.17568172,12.74382315,119,125,147,23.8,25,29.4,2077,2237,2307,"Census Tract 504.23, Gwinnett County",Atlanta Regional Commission,Yes,13135050423,{93FA890F-688A-44AE-84B9-0C159410E7EB},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.133126826292588,0.000584325619018639
909,12.43523316,12.35087719,11.13537118,108,88,102,21.6,17.6,20.4,1737,1425,1832,"Census Tract 504.10, Gwinnett County",Atlanta Regional Commission,Yes,13135050410,{3A646580-4F04-47C9-98B6-0E620B32AC0D},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.107175758618595,0.000610524714762846
910,9.18472652,8.72242175,7.33634312,89,85,65,17.8,17,13,1938,1949,1772,"Census Tract 507.20, Gwinnett County",Atlanta Regional Commission,Yes,13135050720,{8C361379-E98F-4131-A766-FCF42BCBB33C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.150198477491623,0.00103496580233926
911,7.2615923,7.20817644,7.13536202,83,67,68,16.6,13.4,13.6,2286,1859,1906,"Census Tract 507.12, Gwinnett County",Atlanta Regional Commission,Yes,13135050712,{6683E849-8C72-412E-AA02-BCECDA32D3CD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.18380850857175,0.000816049889457283
912,19.49413942,21.29496403,13.12036509,158,148,115,31.6,29.6,23,1621,1390,1753,"Census Tract 507.19, Gwinnett County",Atlanta Regional Commission,Yes,13135050719,{40DC990A-0A50-4CC6-BDFD-3560ADCDC0E0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.112409171710037,0.000578264960993896
913,10.06802721,10.71710008,11.64383562,148,136,136,29.6,27.2,27.2,2940,2538,2336,"Census Tract 507.21, Gwinnett County",Atlanta Regional Commission,Yes,13135050721,{C73B64DE-D15B-4B41-ACB8-974093B1C4E3},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.170913686691828,0.00113789849598081
914,12.13307241,14.84942887,10.75316596,217,286,242,43.4,57.2,48.4,3577,3852,4501,"Census Tract 507.09, Gwinnett County",Atlanta Regional Commission,Yes,13135050709,{6AB7FB44-4350-4353-AEA5-6CEA03AB1D75},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.25154129240714,0.00198105284368639
915,5.82278481,6.96202532,5.83858042,46,55,51,9.2,11,10.2,1580,1580,1747,"Census Tract 507.15, Gwinnett County",Atlanta Regional Commission,Yes,13135050715,{0308B036-5E2A-4B15-AD0F-C5C1A39C1A86},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.147504598241425,0.000690869621531211
916,8.43091335,15.38461538,15.44117647,36,50,42,7.2,10,8.4,854,650,544,"Census Tract 504.15, Gwinnett County",Atlanta Regional Commission,Yes,13135050415,{56081366-F9BB-4489-97AC-8912873FDA08},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.166149570845359,0.000832567807449252
917,5.99409033,5.3748232,9.22330097,71,57,95,14.2,11.4,19,2369,2121,2060,"Census Tract 507.18, Gwinnett County",Atlanta Regional Commission,Yes,13135050718,{4172305A-E78B-45B8-BBDD-BAD5B193B253},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.177158575773348,0.00120216429043164
918,3.90355913,5,5.45764639,34,48,48,6.8,9.6,9.6,1742,1920,1759,"Census Tract 504.27, Gwinnett County",Atlanta Regional Commission,Yes,13135050427,{6CAD45C7-976A-446A-B405-119C664211BA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.150959615256226,0.000722802177241169
919,2.85442436,3.92523365,3.92857143,30,42,33,6,8.4,6.6,2102,2140,1680,"Census Tract 504.28, Gwinnett County",Atlanta Regional Commission,Yes,13135050428,{F262A01A-B667-4D68-9FD4-AA11B2A8BE46},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.135858653224095,0.000737596999109769
920,10.92043682,15.0974026,16.51376147,70,93,90,14,18.6,18,1282,1232,1090,"Census Tract 504.16, Gwinnett County",Atlanta Regional Commission,Yes,13135050416,{5DB862C2-91A8-4C16-84BD-794836221DA9},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.14205743033948,0.000565233327514182
921,4.45292621,3.9536469,4.46194226,35,29,34,7,5.8,6.8,1572,1467,1524,"Census Tract 504.25, Gwinnett County",Atlanta Regional Commission,Yes,13135050425,{7C6E646C-3435-4DA8-94E4-18F28B4D8C0A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.128687649104331,0.000694520875307871
922,38.18953324,27.04507513,23.8410596,135,81,72,27,16.2,14.4,707,599,604,"Census Tract 9605, Brooks County",Southern Georgia,No,13027960500,{2687B23D-4F4D-4EC1-B372-0093CA9ACB7D},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.594728127390671,0.0101036229067669
923,20.4636291,16.45796064,19.05609973,128,92,107,25.6,18.4,21.4,1251,1118,1123,"Census Tract 9604, Brooks County",Southern Georgia,No,13027960400,{265BDAA1-8FDC-4298-886E-F937A315FFBA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.734989584506887,0.0128718588648629
924,6.8133428,10.01540832,8.42105263,48,65,56,9.6,13,11.2,1409,1298,1330,"Census Tract 9603, Brooks County",Southern Georgia,No,13027960300,{7E521F8D-6A12-4B34-8018-708D686B1030},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.29077633788204,0.0334992296849317
925,9.7428958,8.09248555,5.76923077,36,28,18,7.2,5.6,3.6,739,692,624,"Census Tract 9606, Brooks County",Southern Georgia,No,13027960600,{A86EC584-935E-48D5-8A75-6EC3198A98DA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.25118573255315,0.0404429698568102
926,3.16831683,8.30449827,10.76233184,8,12,12,1.6,2.4,2.4,505,289,223,"Census Tract 9602, Brooks County",Southern Georgia,No,13027960200,{317B8865-1357-4962-BAC7-5AFA27D68DA1},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.786115567091437,0.0246494127427106
927,10.33333333,13.4057971,12.57536606,62,74,73,12.4,14.8,14.6,1200,1104,1161,"Census Tract 505.26, Gwinnett County",Atlanta Regional Commission,Yes,13135050526,{0CE40B60-9599-4EF5-803D-90CCD42B0874},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0818971045689928,0.000268731911905409
928,14.2557652,11.69230769,8.6620263,102,133,112,20.4,26.6,22.4,1431,2275,2586,"Census Tract 504.31, Gwinnett County",Atlanta Regional Commission,Yes,13135050431,{C6ACDBE0-B9A8-4D21-A36D-3DE07091FC97},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.158953289321446,0.000529444569919411
929,3.57880248,5.16399163,4.41097364,26,37,41,5.2,7.4,8.2,1453,1433,1859,"Census Tract 504.26, Gwinnett County",Atlanta Regional Commission,Yes,13135050426,{A5BE01C8-DA2A-4304-861F-5BA2ADE2C9B4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.137777420575406,0.000828340017894977
930,10.47040971,10.35258815,8.20443847,69,69,61,13.8,13.8,12.2,1318,1333,1487,"Census Tract 504.30, Gwinnett County",Atlanta Regional Commission,Yes,13135050430,{FB08C4BA-848B-456A-9FAA-145DDEA5B0C9},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.117209021029211,0.000635864042193779
931,5.66448802,5.5408971,6.43939394,39,21,17,7.8,4.2,3.4,1377,758,528,"Census Tract 9505, Telfair County",Heart of Georgia Altamaha,No,13271950500,{5EFC1409-FB7E-415E-A808-6C0AF73DB19A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.46022467280477,0.0485170026744468
